pid;Roof Style;Roof Matl;Exterior 1st;Exterior 2nd;Mas Vnr Type;Mas Vnr Area;foundation;heating;Central Air;electrical;1st Flr SF;2nd Flr SF;Low Qual Fin SF;Kitchen AbvGr;TotRms AbvGrd;functional;fireplaces;Fireplace Qu;Paved Drive;Wood Deck SF;Open Porch SF;Enclosed Porch;3Ssn Porch;Screen Porch;fence;MS SubClass;MS Zoning;Mo Sold;Yr Sold;Exter Cond;Heating QC;Exter Qual;Kitchen Qual;Full Bath;Half Bath;Bedroom AbvGr;Gr Liv Area;Lot Frontage;Lot Area;Street;Alley;Lot Shape;Land Contour;Utilities;Lot Config;Land Slope;Condition 1;Condition 2;Bldg Type;House Style;Overall Qual;Overall Cond;Year Built;Year Remod/Add;Bsmt Unf SF;Bsmt Cond;Bsmt Half Bath;BsmtFin Type 1;BsmtFin Type 2;Total Bsmt SF;Bsmt Exposure;Bsmt Full Bath;Bsmt Qual;BsmtFin SF 2;BsmtFin SF 1;Garage Cond;Garage Type;Garage Yr Blt;Garage Cars;Garage Qual;Garage Finish;Garage Area;Misc Feature;Misc Val;Pool QC;Pool Area;Neighborhood;Sale Type;saleprice;Sale Condition
535382020;Gable  ;CompShg;Wd Sdng;Wd Sdng;None   ;0;CBlock;GasA ;N;FuseA;1766;648;0;2;10;Mod ;1;Gd;N;142;0;0;0;0;NA   ;190;RL     ;5.0;2006.0;Fa;TA;TA;TA;2.0;0.0;3.0;2414.0;60;10800;Pave;NA  ;Reg                 ;Lvl;AllPub;Corner ;Gtl;Norm                          ;Normal;2fmCon;1.5Fin;5;4;1900;1970;290;Fa;0;BLQ;Unf;954;No;0;TA;0;664;Fa;Attchd;1970;2;TA;Unf;520;NA;0;NA;0;OldTown;ConLD;160000;Normal 
535382100;Gable  ;CompShg;VinylSd;VinylSd;None   ;0;PConc ;GasA ;Y;SBrkr;930;760;0;1;5;Typ ;0;NA;Y;0;0;112;0;0;NA   ;70;RL     ;8.0;2009.0;Gd;Ex;Gd;Gd;2.0;0.0;4.0;1690.0;60;7200;Pave;NA  ;Reg                 ;Lvl;AllPub;Corner ;Gtl;Adjacent to arterial street   ;Normal;1Fam  ;2Story;7;9;1910;2008;560;TA;0;Unf;Unf;560;No;0;TA;0;0;TA;Detchd;2008;2;TA;Unf;624;NA;0;NA;0;OldTown;WD   ;156500;Normal 
535382130;Gable  ;CompShg;Wd Sdng;Wd Sdng;None   ;0;CBlock;GasA ;Y;SBrkr;1096;370;0;1;7;Min1;1;TA;Y;436;21;0;0;0;NA   ;50;RL     ;4.0;2006.0;TA;Gd;TA;Gd;2.0;0.0;3.0;1466.0;60;10800;Pave;Grvl;Reg                 ;Lvl;AllPub;Inside ;Gtl;Norm                          ;Normal;1Fam  ;1.5Fin;5;8;1936;1989;170;TA;1;ALQ;Unf;796;No;0;Fa;0;626;TA;Attchd;1950;2;TA;Unf;566;Shed;500;NA;0;OldTown;WD   ;170000;Normal 
535382150;Gable  ;CompShg;Wd Sdng;Wd Sdng;None   ;0;BrkTil;GasA ;Y;FuseA;691;0;0;1;4;Typ ;0;NA;N;0;20;94;0;0;NA   ;30;RL     ;1.0;2007.0;TA;Ex;TA;Ex;1.0;0.0;2.0;691.0;60;5400;Pave;NA  ;Reg                 ;Lvl;AllPub;Corner ;Gtl;Norm                          ;Normal;1Fam  ;1Story;5;6;1920;1950;691;TA;0;Unf;Unf;691;No;0;Fa;0;0;TA;Detchd;1920;1;Fa;Unf;216;NA;0;NA;0;OldTown;WD   ;86000;Abnorml
535383060;Gable  ;CompShg;Stucco ;Stucco ;None   ;0;PConc ;GasA ;N;FuseA;599;0;0;1;4;Typ ;0;NA;N;0;81;0;0;0;NA   ;30;RL     ;6.0;2009.0;TA;Gd;Fa;Gd;1.0;0.0;2.0;599.0;90;5400;Pave;NA  ;Reg                 ;Lvl;AllPub;Inside ;Gtl;Adjacent to arterial street   ;Normal;1Fam  ;1Story;2;5;1940;1950;416;TA;0;Unf;Unf;416;No;1;Fa;0;0;NA;NA;0;0;NA;NA;0;NA;0;NA;0;OldTown;WD   ;59000;Normal 
535383070;Gable  ;CompShg;CBlock ;CBlock ;None   ;0;PConc ;GasA ;Y;SBrkr;840;534;0;1;6;Typ ;0;NA;Y;0;0;198;0;0;NA   ;50;RL     ;10.0;2009.0;TA;Ex;Fa;TA;1.0;0.0;2.0;1374.0;90;5400;Pave;NA  ;Reg                 ;Lvl;AllPub;Corner ;Gtl;Adjacent to arterial street   ;Normal;1Fam  ;1.5Fin;4;6;1920;1950;420;TA;0;ALQ;Rec;840;No;0;TA;105;315;TA;Detchd;1967;1;TA;Fin;338;NA;0;NA;0;OldTown;WD   ;105000;Normal 
535383100;Gable  ;CompShg;MetalSd;MetalSd;None   ;0;BrkTil;GasA ;N;FuseA;694;600;0;2;7;Typ ;0;NA;N;220;114;210;0;0;NA   ;190;RL     ;8.0;2008.0;TA;TA;TA;TA;2.0;0.0;3.0;1294.0;60;10800;Pave;Grvl;Reg                 ;Lvl;AllPub;Inside ;Gtl;Norm                          ;Normal;2fmCon;2Story;4;7;1900;2000;0;NA;0;NA;NA;0;NA;0;NA;0;0;NA;NA;0;0;NA;NA;0;NA;0;NA;0;OldTown;WD   ;106250;Normal 
535383110;Gable  ;CompShg;Wd Sdng;Wd Sdng;None   ;0;BrkTil;GasA ;N;SBrkr;846;0;0;1;4;Typ ;0;NA;N;0;0;0;0;0;NA   ;30;RL     ;6.0;2009.0;TA;TA;TA;Gd;1.0;0.0;2.0;846.0;60;10800;Pave;Grvl;Reg                 ;Lvl;AllPub;Inside ;Gtl;Norm                          ;Normal;1Fam  ;1Story;5;7;1920;1950;720;TA;0;Unf;Unf;720;No;0;TA;0;0;TA;Detchd;1980;2;TA;Fin;576;NA;0;NA;0;OldTown;WD   ;106000;Normal 
535383120;Gable  ;CompShg;VinylSd;VinylSd;None   ;0;BrkTil;GasA ;Y;FuseA;725;0;0;1;4;Typ ;0;NA;Y;0;30;0;0;0;NA   ;30;RL     ;11.0;2009.0;TA;TA;TA;TA;1.0;1.0;1.0;725.0;60;10800;Pave;Grvl;Reg                 ;Lvl;AllPub;Corner ;Gtl;Norm                          ;Normal;1Fam  ;1Story;3;5;1890;1998;630;TA;0;Unf;Unf;630;No;0;TA;0;0;TA;Detchd;1959;1;TA;Unf;320;NA;0;NA;0;OldTown;WD   ;78500;Normal 
902100010;Gable  ;CompShg;MetalSd;MetalSd;None   ;0;BrkTil;GasA ;Y;SBrkr;960;0;0;1;5;Typ ;0;NA;Y;0;0;116;0;0;NA   ;30;RM     ;4.0;2007.0;Gd;TA;Gd;TA;1.0;0.0;2.0;960.0;60;6978;Pave;NA  ;Reg                 ;Bnk;AllPub;Inside ;Gtl;Adjacent to arterial street   ;Normal;1Fam  ;1Story;5;7;1926;1980;850;TA;0;Unf;Unf;850;No;0;TA;0;0;TA;Detchd;1981;2;TA;RFn;576;NA;0;NA;0;OldTown;WD   ;103000;Normal 
902100020;Gable  ;CompShg;VinylSd;VinylSd;None   ;0;PConc ;GasA ;N;SBrkr;1133;0;0;1;7;Typ ;0;NA;Y;0;175;0;0;0;NA   ;20;RM     ;12.0;2008.0;TA;Gd;TA;TA;1.0;0.0;3.0;1133.0;56;9836;Pave;Grvl;Reg                 ;Bnk;AllPub;Inside ;Gtl;Adjacent to arterial street   ;Normal;1Fam  ;1Story;6;5;2008;2008;96;TA;0;GLQ;Unf;192;No;1;TA;0;96;TA;Detchd;2008;1;TA;Unf;308;NA;0;NA;0;OldTown;WD   ;143000;Abnorml
902100030;Gable  ;CompShg;Wd Sdng;Wd Sdng;None   ;0;BrkTil;GasA ;N;FuseP;764;0;0;1;4;Typ ;0;NA;N;0;0;0;0;0;NA   ;30;RM     ;6.0;2008.0;TA;Gd;TA;TA;1.0;0.0;2.0;764.0;30;5232;Pave;Grvl;IR3                 ;Bnk;AllPub;Inside ;Gtl;Adjacent to arterial street   ;Normal;1Fam  ;1Story;5;5;1925;2004;680;TA;0;Unf;Unf;680;No;0;Fa;0;0;TA;Detchd;1965;2;TA;Unf;504;NA;0;NA;0;OldTown;WD   ;73000;Normal 
902100110;Hip    ;CompShg;CemntBd;CmentBd;None   ;0;PConc ;GasA ;Y;FuseA;1007;1007;0;1;8;Typ ;0;NA;Y;0;72;167;0;0;NA   ;70;RM     ;6.0;2006.0;Gd;Ex;Gd;TA;2.0;0.0;5.0;2014.0;62;9856;Pave;Grvl;Reg                 ;Lvl;AllPub;Corner ;Gtl;Norm                          ;Normal;1Fam  ;2Story;5;8;1900;2005;716;TA;0;Unf;Unf;716;No;0;Fa;0;0;TA;Detchd;1900;2;TA;Unf;624;NA;0;NA;0;OldTown;WD   ;169000;Normal 
902100130;Gable  ;CompShg;MetalSd;MetalSd;None   ;0;CBlock;GasA ;N;SBrkr;810;518;0;1;8;Typ ;0;NA;Y;0;172;60;0;0;NA   ;70;RM     ;9.0;2006.0;TA;Fa;TA;TA;1.0;0.0;3.0;1328.0;57;9906;Pave;Grvl;Reg                 ;Lvl;AllPub;Inside ;Gtl;Norm                          ;Normal;1Fam  ;2Story;4;4;1925;1950;686;TA;0;Unf;Unf;686;No;0;TA;0;0;TA;Detchd;1940;1;TA;Unf;210;NA;0;NA;0;OldTown;WD   ;107000;Family 
902101010;Gable  ;CompShg;MetalSd;MetalSd;None   ;0;CBlock;GasA ;Y;SBrkr;818;406;0;1;5;Typ ;0;NA;N;0;0;116;0;0;NA   ;50;RM     ;12.0;2009.0;TA;TA;TA;TA;1.0;0.0;3.0;1224.0;;3950;Pave;Grvl;Reg                 ;Bnk;AllPub;Inside ;Gtl;Adjacent to arterial street   ;Normal;1Fam  ;1.5Fin;6;8;1926;2004;350;TA;0;Rec;Unf;818;No;0;TA;0;468;TA;Detchd;1926;1;TA;Unf;210;NA;0;NA;0;OldTown;WD   ;115000;Normal 
902101050;Gable  ;CompShg;MetalSd;MetalSd;Stone  ;264;CBlock;GasA ;Y;FuseA;1226;442;0;1;6;Typ ;0;NA;Y;0;0;140;0;0;NA   ;50;RM     ;5.0;2006.0;TA;Gd;TA;TA;1.0;0.0;3.0;1668.0;60;9600;Pave;Grvl;Reg                 ;Lvl;AllPub;Inside ;Gtl;Norm                          ;Normal;1Fam  ;1.5Fin;5;6;1948;1950;936;TA;0;Rec;Unf;1212;No;1;TA;0;276;TA;Detchd;1948;1;TA;Unf;240;NA;0;NA;0;OldTown;WD   ;135000;Normal 
902102060;Gable  ;CompShg;MetalSd;MetalSd;None   ;0;PConc ;GasA ;Y;SBrkr;958;581;0;1;8;Typ ;1;Po;P;70;78;68;0;0;NA   ;70;RM     ;6.0;2008.0;TA;Gd;TA;Gd;2.0;0.0;3.0;1539.0;60;10440;Pave;Grvl;Reg                 ;Lvl;AllPub;Inside ;Gtl;Norm                          ;Normal;1Fam  ;2Story;5;8;1904;2002;650;TA;0;Unf;Unf;650;No;0;TA;0;0;TA;Detchd;1983;2;Gd;Unf;686;NA;0;NA;0;OldTown;WD   ;157500;Normal 
902102080;Gable  ;CompShg;Wd Sdng;Wd Sdng;None   ;0;PConc ;GasA ;Y;SBrkr;682;548;0;1;5;Typ ;0;NA;Y;74;0;128;0;0;MnPrv;50;RM     ;5.0;2009.0;TA;Gd;TA;TA;1.0;1.0;2.0;1230.0;60;10440;Pave;Grvl;Reg                 ;Lvl;AllPub;Corner ;Gtl;Norm                          ;Normal;1Fam  ;2Story;5;6;1910;1981;440;TA;0;Unf;Unf;440;No;0;TA;0;0;TA;Detchd;1966;2;TA;Unf;440;NA;0;NA;0;OldTown;WD   ;110000;Normal 
902102100;Hip    ;CompShg;Wd Sdng;Wd Sdng;BrkFace;771;PConc ;GasA ;Y;SBrkr;1157;687;0;1;9;Min2;2;Gd;Y;84;0;0;0;0;NA   ;50;RM     ;1.0;2010.0;TA;TA;TA;TA;1.0;0.0;3.0;1844.0;60;4800;Pave;NA  ;Reg                 ;Lvl;AllPub;Corner ;Gtl;Norm                          ;Normal;1Fam  ;1.5Fin;4;5;1900;1954;661;TA;0;ALQ;Unf;709;No;1;TA;0;48;TA;Basment;1900;1;TA;Unf;240;NA;0;NA;0;OldTown;COD  ;80400;Abnorml
902103090;Gable  ;CompShg;Wd Sdng;Wd Sdng;None   ;0;PConc ;GasA ;N;SBrkr;1147;510;0;1;9;Typ ;1;TA;N;0;0;0;0;0;NA   ;50;RM     ;7.0;2006.0;TA;TA;TA;Fa;1.0;0.0;4.0;1657.0;60;5520;Pave;NA  ;Reg                 ;Lvl;AllPub;Corner ;Gtl;Norm                          ;Normal;1Fam  ;1.5Fin;4;6;1920;1980;863;Fa;0;LwQ;Unf;1147;No;0;TA;0;284;Fa;Detchd;1920;1;Fa;Unf;162;NA;0;NA;0;OldTown;WD   ;111500;Normal 
902103100;Gable  ;CompShg;Wd Sdng;Wd Sdng;None   ;0;PConc ;GasA ;Y;SBrkr;861;517;0;1;6;Typ ;0;NA;P;54;0;40;0;0;NA   ;50;RM     ;6.0;2009.0;TA;Gd;TA;Gd;1.0;0.0;3.0;1378.0;68;4080;Pave;Grvl;Reg                 ;Lvl;AllPub;Inside ;Gtl;Norm                          ;Normal;1Fam  ;1.5Fin;6;8;1935;1998;901;TA;0;Unf;Unf;901;No;0;TA;0;0;Fa;Detchd;1920;1;Fa;Unf;162;NA;0;NA;0;OldTown;WD   ;128900;Normal 
902103120;Gable  ;CompShg;Wd Sdng;Wd Sdng;None   ;0;CBlock;GasA ;N;FuseA;972;972;0;2;12;Typ ;0;NA;N;0;28;169;0;0;NA   ;90;RM     ;6.0;2009.0;TA;Gd;TA;TA;2.0;0.0;4.0;1944.0;57;10307;Pave;Grvl;Reg                 ;Lvl;AllPub;Inside ;Gtl;Norm                          ;Normal;Duplex;2Story;6;5;1910;1950;339;TA;0;LwQ;Unf;972;Mn;1;TA;0;633;TA;Detchd;1920;2;Fa;Unf;324;NA;0;NA;0;OldTown;WD   ;103500;Normal 
902103150;Gable  ;CompShg;WdShing;Wd Shng;None   ;0;BrkTil;GasA ;Y;SBrkr;948;375;0;1;6;Typ ;0;NA;Y;0;0;0;0;0;NA   ;50;RM     ;7.0;2008.0;TA;Ex;TA;TA;1.0;0.0;3.0;1323.0;57;9184;Pave;Grvl;Reg                 ;Lvl;AllPub;Inside ;Gtl;Adjacent to arterial street   ;Normal;1Fam  ;1.5Fin;5;7;1948;2005;780;TA;0;Unf;Unf;780;No;0;TA;0;0;TA;Detchd;1948;2;TA;Unf;400;NA;0;NA;0;OldTown;WD   ;122600;Normal 
902103170;Gable  ;CompShg;Wd Sdng;Wd Sdng;None   ;0;CBlock;GasA ;Y;SBrkr;676;455;0;1;5;Typ ;0;NA;Y;26;0;0;0;0;NA   ;50;RM     ;8.0;2009.0;TA;Ex;TA;TA;1.0;1.0;3.0;1131.0;52;5720;Pave;NA  ;Reg                 ;Lvl;AllPub;Inside ;Gtl;Adjacent to arterial street   ;Normal;1Fam  ;1.5Fin;5;6;1941;1950;676;TA;0;Unf;Unf;676;No;0;TA;0;0;TA;Detchd;1941;1;TA;Unf;200;NA;0;NA;0;OldTown;WD   ;66500;Abnorml
902104020;Gable  ;CompShg;Wd Sdng;Wd Sdng;None   ;0;BrkTil;GasA ;Y;SBrkr;940;476;0;1;7;Typ ;0;NA;Y;0;24;0;0;0;NA   ;50;RM     ;6.0;2006.0;TA;Ex;TA;Gd;1.0;0.0;3.0;1416.0;60;9600;Pave;Grvl;Reg                 ;Lvl;AllPub;Inside ;Gtl;Norm                          ;Normal;1Fam  ;1.5Fin;6;8;1900;2004;399;TA;1;Rec;Unf;780;No;0;TA;0;381;TA;Detchd;1956;2;TA;Unf;400;NA;0;NA;0;OldTown;WD   ;156500;Normal 
902104060;Gable  ;CompShg;Wd Sdng;Wd Sdng;None   ;0;BrkTil;GasA ;Y;SBrkr;792;348;0;1;7;Min2;0;NA;N;0;160;0;0;0;NA   ;50;RM     ;6.0;2010.0;TA;Gd;TA;TA;1.0;0.0;3.0;1140.0;55;8800;Pave;Grvl;Reg                 ;Lvl;AllPub;Corner ;Gtl;Norm                          ;Normal;1Fam  ;1.5Fin;4;7;1910;2004;576;Fa;0;Unf;Unf;576;No;0;TA;0;0;NA;NA;0;0;NA;NA;0;NA;0;NA;0;OldTown;WD   ;96500;Normal 
902105010;Gable  ;CompShg;AsbShng;AsbShng;None   ;0;BrkTil;GasA ;N;SBrkr;680;680;0;1;6;Typ ;0;NA;Y;192;50;0;0;0;NA   ;70;RM     ;1.0;2008.0;TA;Fa;TA;TA;1.0;0.0;2.0;1360.0;80;4800;Pave;Grvl;Reg                 ;Lvl;AllPub;Inside ;Gtl;Norm                          ;Normal;1Fam  ;2Story;5;5;1910;2003;680;Fa;0;Unf;Unf;680;No;0;TA;0;0;TA;Attchd;1910;1;Fa;Unf;330;NA;0;NA;0;OldTown;WD   ;111000;Normal 
902105020;Gable  ;CompShg;BrkFace;Wd Sdng;None   ;0;BrkTil;GasW ;Y;SBrkr;1584;1208;0;1;8;Mod ;2;TA;Y;0;547;0;0;480;MnPrv;50;RM     ;6.0;2008.0;Gd;Ex;Gd;TA;2.0;0.0;5.0;2792.0;60;10440;Pave;Grvl;Reg                 ;Lvl;AllPub;Corner ;Gtl;Norm                          ;Normal;1Fam  ;1.5Fin;6;7;1920;1950;1017;TA;0;LwQ;Unf;1510;No;0;Gd;0;493;TA;Detchd;1920;2;Fa;Unf;520;Shed;1150;NA;0;OldTown;WD   ;256000;Normal 
902105050;Gable  ;CompShg;VinylSd;VinylSd;None   ;0;CBlock;GasA ;Y;SBrkr;810;496;0;1;6;Typ ;0;NA;N;0;0;0;0;0;MnPrv;50;RM     ;7.0;2009.0;Gd;TA;TA;Gd;1.0;1.0;3.0;1306.0;90;15660;Pave;NA  ;Reg                 ;Lvl;AllPub;Inside ;Gtl;Norm                          ;Normal;1Fam  ;1.5Fin;5;8;1910;2003;240;TA;0;Unf;Unf;240;No;0;TA;0;0;TA;Detchd;1959;2;Fa;Unf;472;NA;0;NA;0;OldTown;WD   ;130000;Normal 
902105060;Gable  ;CompShg;VinylSd;VinylSd;None   ;0;CBlock;GasA ;Y;SBrkr;764;700;0;1;7;Typ ;0;NA;N;0;0;176;0;0;NA   ;70;RM     ;3.0;2009.0;TA;Ex;Gd;TA;2.0;0.0;3.0;1464.0;90;9900;Pave;NA  ;Reg                 ;Lvl;AllPub;Corner ;Gtl;Norm                          ;Normal;1Fam  ;2Story;5;8;1910;2002;504;TA;0;Unf;Unf;504;No;0;TA;0;0;NA;NA;0;0;NA;NA;0;NA;0;NA;0;OldTown;WD   ;129000;Normal 
902105110;Gable  ;CompShg;Wd Sdng;Wd Shng;None   ;0;BrkTil;GasA ;Y;SBrkr;768;664;0;1;7;Typ ;0;NA;Y;270;0;112;0;0;GdPrv;70;RM     ;5.0;2007.0;Gd;Ex;TA;TA;2.0;0.0;2.0;1432.0;60;9600;Pave;Grvl;Reg                 ;Lvl;AllPub;Inside ;Gtl;Norm                          ;Normal;1Fam  ;2Story;5;7;1910;2002;264;Fa;0;Unf;Unf;264;No;0;Fa;0;0;Gd;Detchd;1910;2;TA;Unf;360;NA;0;NA;0;OldTown;WD   ;132000;Abnorml
902105130;Gable  ;CompShg;MetalSd;MetalSd;None   ;0;CBlock;GasA ;Y;SBrkr;672;0;0;1;4;Typ ;0;NA;Y;0;0;0;0;0;MnPrv;30;RM     ;8.0;2008.0;TA;TA;TA;TA;1.0;0.0;2.0;672.0;60;4800;Pave;NA  ;Reg                 ;Lvl;AllPub;Corner ;Gtl;Norm                          ;Normal;1Fam  ;1Story;5;4;1940;1950;672;TA;0;Unf;Unf;672;No;0;Fa;0;0;TA;Detchd;1950;1;TA;Unf;256;NA;0;NA;0;OldTown;WD   ;64000;Normal 
902106010;Gable  ;CompShg;Wd Sdng;Wd Sdng;None   ;0;BrkTil;GasA ;Y;FuseA;868;690;0;1;7;Typ ;1;Gd;Y;0;36;0;0;182;MnPrv;70;RM     ;10.0;2009.0;TA;TA;TA;TA;1.0;1.0;3.0;1558.0;57;6406;Pave;Grvl;Reg                 ;Lvl;AllPub;Inside ;Gtl;Norm                          ;Normal;1Fam  ;2Story;5;6;1939;1950;269;TA;0;ALQ;Unf;690;No;0;TA;0;421;TA;Detchd;1939;2;TA;Unf;400;NA;0;NA;0;OldTown;WD   ;150000;Normal 
902106040;Gable  ;CompShg;Wd Sdng;Wd Sdng;None   ;0;BrkTil;GasA ;Y;SBrkr;832;809;0;1;6;Typ ;1;Gd;Y;0;0;234;0;0;NA   ;70;RM     ;8.0;2006.0;TA;Ex;TA;Ex;1.0;1.0;3.0;1641.0;60;9600;Pave;Grvl;Reg                 ;Lvl;AllPub;Inside ;Gtl;Norm                          ;Normal;1Fam  ;2Story;7;7;1925;1990;712;Gd;1;LwQ;Unf;728;No;0;TA;0;16;TA;Detchd;1925;2;Fa;Unf;546;NA;0;NA;0;OldTown;WD   ;178000;Normal 
902106060;Gable  ;CompShg;Wd Sdng;Wd Sdng;None   ;0;Stone ;GasA ;N;SBrkr;1378;994;0;2;11;Min2;0;NA;Y;0;287;0;0;0;NA   ;70;RM     ;12.0;2009.0;TA;TA;TA;TA;2.0;0.0;4.0;2372.0;60;6600;Pave;NA  ;Reg                 ;Lvl;AllPub;Corner ;Gtl;Norm                          ;Normal;1Fam  ;2Story;5;4;1892;1965;994;TA;0;Unf;Unf;994;No;0;TA;0;0;TA;Attchd;1985;1;TA;RFn;432;NA;0;NA;0;OldTown;WD   ;107500;Normal 
902106070;Gable  ;CompShg;MetalSd;MetalSd;None   ;0;BrkTil;GasA ;Y;SBrkr;866;430;0;1;6;Typ ;0;NA;Y;0;0;175;0;0;NA   ;50;RM     ;7.0;2007.0;TA;TA;TA;TA;1.0;0.0;3.0;1296.0;50;6000;Pave;Grvl;Reg                 ;Lvl;AllPub;Inside ;Gtl;Norm                          ;Normal;1Fam  ;1.5Fin;6;6;1927;1950;569;TA;0;Rec;Unf;845;No;0;TA;0;276;TA;Detchd;1980;2;TA;Unf;576;NA;0;NA;0;OldTown;WD   ;127500;Normal 
902106090;Gable  ;CompShg;AsbShng;Wd Sdng;None   ;0;Stone ;GasA ;Y;SBrkr;848;580;0;1;7;Typ ;0;NA;Y;264;0;84;0;0;NA   ;70;RM     ;5.0;2006.0;TA;Gd;TA;TA;1.0;0.0;4.0;1428.0;58;6451;Pave;Grvl;Reg                 ;Lvl;AllPub;Inside ;Gtl;Norm                          ;Normal;1Fam  ;2Story;7;7;1900;1970;504;TA;0;Rec;Unf;712;No;1;TA;0;208;TA;Detchd;1985;2;TA;Fin;576;NA;0;NA;0;OldTown;WD   ;139900;Normal 
902106120;Gable  ;CompShg;AsbShng;AsbShng;None   ;0;PConc ;GasA ;N;FuseF;1022;0;0;1;4;Typ ;1;Gd;N;0;122;20;0;0;MnPrv;30;RM     ;2.0;2007.0;TA;TA;TA;Fa;1.0;0.0;2.0;1022.0;56;4480;Pave;NA  ;Reg                 ;Lvl;AllPub;Corner ;Gtl;Adjacent to arterial street   ;Normal;1Fam  ;1Story;5;5;1922;1950;240;Fa;0;LwQ;Unf;1022;No;1;Fa;0;782;Fa;Detchd;1922;1;TA;Unf;184;NA;0;NA;0;OldTown;WD   ;89500;Normal 
902106130;Gable  ;CompShg;Wd Sdng;Wd Sdng;None   ;0;PConc ;GasA ;Y;SBrkr;936;0;0;1;5;Typ ;1;Gd;P;51;0;135;0;0;MnPrv;30;RM     ;5.0;2010.0;TA;TA;TA;TA;1.0;0.0;2.0;936.0;56;4485;Pave;Grvl;Reg                 ;Lvl;AllPub;Inside ;Gtl;Adjacent to arterial street   ;Normal;1Fam  ;1Story;5;7;1920;1950;357;TA;0;BLQ;Unf;936;No;1;TA;0;579;NA;NA;0;0;NA;NA;0;NA;0;NA;0;OldTown;WD   ;109500;Normal 
902106140;Gable  ;CompShg;WdShing;Wd Shng;None   ;0;CBlock;GasA ;Y;FuseA;1028;0;0;1;5;Typ ;1;Gd;Y;0;0;130;0;0;NA   ;30;RM     ;3.0;2010.0;TA;Gd;TA;TA;1.0;0.0;2.0;1028.0;56;8960;Pave;Grvl;Reg                 ;Lvl;AllPub;Inside ;Gtl;Adjacent to arterial street   ;Normal;1Fam  ;1Story;5;6;1927;1950;1008;TA;0;Unf;Unf;1008;No;0;TA;0;0;TA;Detchd;1927;2;TA;Unf;360;NA;0;NA;0;OldTown;WD   ;115000;Normal 
902107030;Gable  ;CompShg;Wd Sdng;Wd Sdng;None   ;0;BrkTil;GasA ;Y;SBrkr;728;728;0;1;7;Typ ;0;NA;N;0;0;248;0;0;NA   ;75;RM     ;6.0;2008.0;TA;Gd;Gd;Gd;1.0;1.0;4.0;1456.0;60;6000;Pave;NA  ;Reg                 ;Lvl;AllPub;Inside ;Gtl;Norm                          ;Normal;1Fam  ;2.5Unf;6;7;1915;2005;728;TA;0;Unf;Unf;728;No;0;TA;0;0;Fa;Detchd;1915;1;Fa;Unf;308;NA;0;NA;0;OldTown;WD   ;139500;Normal 
902107050;Gable  ;CompShg;MetalSd;MetalSd;BrkFace;180;CBlock;GasA ;Y;SBrkr;936;0;0;1;4;Typ ;0;NA;Y;49;0;0;0;0;NA   ;90;RM     ;8.0;2007.0;TA;TA;TA;TA;1.0;0.0;2.0;936.0;60;7200;Pave;Grvl;Reg                 ;Lvl;AllPub;Inside ;Gtl;Norm                          ;Normal;Duplex;SFoyer;5;5;1980;1980;0;TA;0;GLQ;Unf;936;Gd;1;Gd;0;936;TA;Detchd;1980;2;TA;Unf;672;NA;0;NA;0;OldTown;WD   ;140000;Normal 
902108060;Gable  ;CompShg;Wd Sdng;Wd Sdng;None   ;0;BrkTil;GasA ;N;SBrkr;502;502;0;1;5;Typ ;1;Po;N;280;0;68;0;0;MnPrv;70;RM     ;7.0;2006.0;TA;TA;TA;Gd;1.0;0.0;2.0;1004.0;66;3960;Pave;Grvl;Reg                 ;Lvl;AllPub;Inside ;Gtl;Norm                          ;Normal;1Fam  ;2Story;7;8;1930;1950;502;TA;0;Unf;Unf;502;No;0;TA;0;0;TA;Detchd;1930;1;Fa;Unf;200;NA;0;NA;0;OldTown;WD   ;105000;Normal 
902109010;Hip    ;CompShg;Wd Sdng;Wd Sdng;None   ;0;BrkTil;GasA ;Y;FuseA;813;0;0;1;5;Typ ;0;NA;N;0;113;0;0;0;NA   ;30;RM     ;6.0;2006.0;TA;Ex;TA;Gd;1.0;0.0;2.0;813.0;70;5684;Pave;NA  ;Reg                 ;Lvl;AllPub;Inside ;Gtl;Norm                          ;Normal;1Fam  ;1Story;6;8;1930;2005;813;TA;0;Unf;Unf;813;No;0;TA;0;0;Fa;Detchd;1932;1;Fa;Unf;270;NA;0;NA;0;OldTown;WD   ;110000;Normal 
902109080;Gable  ;CompShg;Wd Sdng;Wd Sdng;None   ;0;Stone ;GasA ;Y;FuseA;828;658;108;2;9;Typ ;0;NA;N;0;172;109;0;0;NA   ;190;RM     ;6.0;2008.0;TA;Gd;TA;TA;2.0;0.0;3.0;1594.0;63;11426;Pave;Grvl;Reg                 ;Lvl;AllPub;Inside ;Gtl;Norm                          ;Normal;2fmCon;1.5Fin;4;6;1910;1996;828;TA;0;Unf;Unf;828;No;0;TA;0;0;NA;NA;0;0;NA;NA;0;NA;0;NA;0;OldTown;WD   ;118000;Normal 
